year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2016,National League,East,Washington Nationals,95,67,0.586,0,0,
2016,National League,East,New York Mets,87,75,0.537,0,0,
2016,National League,East,Miami Marlins,79,82,0.491,0,0,
2016,National League,East,Philadelphia Phillies,71,91,0.438,0,0,
2016,National League,East,Atlanta Braves,68,93,0.422,0,0,
2016,National League,Central,Chicago Cubs,103,58,0.64,0,0,
2016,National League,Central,St. Louis Cardinals,86,76,0.531,0,0,
2016,National League,Central,Pittsburgh Pirates,78,83,0.484,0,0,
2016,National League,Central,Milwaukee Brewers,73,89,0.451,0,0,
2016,National League,Central,Cincinnati Reds,68,94,0.42,0,0,
2016,National League,West,Los Angeles Dodgers,91,71,0.562,0,0,
2016,National League,West,San Francisco Giants,87,75,0.537,0,0,
2016,National League,West,Colorado Rockies,75,87,0.463,0,0,
2016,National League,West,Arizona Diamondbacks,69,93,0.426,0,0,
2016,National League,West,San Diego Padres,68,94,0.42,0,0,
