year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2018,American League,East,Boston Red Sox,108,54,0.667,0,0,
2018,American League,East,New York Yankees,100,62,0.617,0,0,
2018,American League,East,Tampa Bay Rays,90,72,0.556,0,0,
2018,American League,East,Toronto Blue Jays,73,89,0.451,0,0,
2018,American League,East,Baltimore Orioles,47,115,0.29,0,0,
2018,American League,Central,Cleveland Indians,91,71,0.562,0,0,
2018,American League,Central,Minnesota Twins,78,84,0.481,0,0,
2018,American League,Central,Detroit Tigers,64,98,0.395,0,0,
2018,American League,Central,Chicago White Sox,62,100,0.383,0,0,
2018,American League,Central,Kansas City Royals,58,104,0.358,0,0,
2018,American League,West,Houston Astros,103,59,0.636,0,0,
2018,American League,West,Oakland Athletics,97,65,0.599,0,0,
2018,American League,West,Seattle Mariners,89,73,0.549,0,0,
2018,American League,West,Los Angeles Angels,80,82,0.494,0,0,
2018,American League,West,Texas Rangers,67,95,0.414,0,0,
