year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2017,National League,East,Washington Nationals,97,65,0.599,0,0,
2017,National League,East,Miami Marlins,77,85,0.475,0,0,
2017,National League,East,Atlanta Braves,72,90,0.444,0,0,
2017,National League,East,New York Mets,70,92,0.432,0,0,
2017,National League,East,Philadelphia Phillies,66,96,0.407,0,0,
2017,National League,Central,Chicago Cubs,92,70,0.568,0,0,
2017,National League,Central,Milwaukee Brewers,86,76,0.531,0,0,
2017,National League,Central,St. Louis Cardinals,83,79,0.512,0,0,
2017,National League,Central,Pittsburgh Pirates,75,87,0.463,0,0,
2017,National League,Central,Cincinnati Reds,68,94,0.42,0,0,
2017,National League,West,Los Angeles Dodgers,104,58,0.642,0,0,
2017,National League,West,Arizona Diamondbacks,93,69,0.574,0,0,
2017,National League,West,Colorado Rockies,87,75,0.537,0,0,
2017,National League,West,San Diego Padres,71,91,0.438,0,0,
2017,National League,West,San Francisco Giants,64,98,0.395,0,0,
