year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2018,National League,League,Atlanta Braves,90,72,0.556,0,0,
2018,National League,League,Washington Nationals,82,80,0.506,0,0,
2018,National League,League,Philadelphia Phillies,80,82,0.494,0,0,
2018,National League,League,New York Mets,77,85,0.475,0,0,
2018,National League,League,Miami Marlins,63,98,0.391,0,0,
2018,National League,League,Milwaukee Brewers,96,67,0.589,0,0,
2018,National League,League,Chicago Cubs,95,68,0.583,0,0,
2018,National League,League,St. Louis Cardinals,88,74,0.543,0,0,
2018,National League,League,Pittsburgh Pirates,82,79,0.509,0,0,
2018,National League,League,Cincinnati Reds,67,95,0.414,0,0,
2018,National League,League,Los Angeles Dodgers,92,71,0.564,0,0,
2018,National League,League,Colorado Rockies,91,72,0.558,0,0,
2018,National League,League,Arizona Diamondbacks,82,80,0.506,0,0,
2018,National League,League,San Francisco Giants,73,89,0.451,0,0,
2018,National League,League,San Diego Padres,66,96,0.407,0,0,
